

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Spain",203,"Harvested irrigated temporary crop area: Rice",4346,2009,116.6,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Barley",4347,2009,330.8,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Maize",4348,1990,327.2,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Maize",4348,1997,451.6,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Maize",4348,2000,352.7,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Maize",4348,2003,475.6,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Maize",4348,2009,303.8,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Other cereals",4351,2009,65.05,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Vegetables",4360,2009,219.0,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Soybeans",4371,1990,6.34,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Soybeans",4371,1997,2.64,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Soybeans",4371,2000,3.91,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Soybeans",4371,2003,0.19,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Sunflower",4373,1990,97.54,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Sunflower",4373,1997,149.2,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Sunflower",4373,2000,156.2,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Sunflower",4373,2003,83.23,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Sunflower",4373,2009,71.5,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Potatoes",4352,1990,53.18,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Potatoes",4352,1997,45.7,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Potatoes",4352,2000,51.36,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Potatoes",4352,2003,40.69,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Potatoes",4352,2009,38.22,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Leguminous crops",4359,2009,38.66,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Sugar beet",4358,1990,110.1,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Sugar beet",4358,1997,119.4,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Sugar beet",4358,2000,101.6,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Sugar beet",4358,2003,84.1,"E","",""
"Spain",203,"Harvested irrigated temporary crop area: Sugar beet",4358,2009,39.57,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Fodder",4369,1990,77.28,"K","",""
"Spain",203,"Harvested irrigated temporary crop area: Fodder",4369,1997,89.16,"K","",""
"Spain",203,"Harvested irrigated temporary crop area: Fodder",4369,2000,95.88,"K","",""
"Spain",203,"Harvested irrigated temporary crop area: Fodder",4369,2003,99.36,"K","",""
"Spain",203,"Harvested irrigated temporary crop area: Fodder",4369,2009,88.53,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Cotton",4367,2009,49.65,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Flowers",4376,2009,15.87,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Tobacco",4366,2009,11.49,"","",""
"Spain",203,"Harvested irrigated temporary crop area: Other crops",4377,2009,20.23,"","[113]",""
"Spain",203,"Harvested irrigated permanent crop area: Citrus",4362,1990,237.9,"E","",""
"Spain",203,"Harvested irrigated permanent crop area: Citrus",4362,1997,277.6,"E","",""
"Spain",203,"Harvested irrigated permanent crop area: Citrus",4362,2000,273.2,"E","",""
"Spain",203,"Harvested irrigated permanent crop area: Citrus",4362,2003,273.4,"E","",""
"Spain",203,"Harvested irrigated permanent crop area: Citrus",4362,2009,287.4,"","",""
"Spain",203,"Harvested irrigated permanent crop area: Grapes",4523,1990,54.73,"E","",""
"Spain",203,"Harvested irrigated permanent crop area: Grapes",4523,1997,112.2,"E","",""
"Spain",203,"Harvested irrigated permanent crop area: Grapes",4523,2000,189.2,"E","",""
"Spain",203,"Harvested irrigated permanent crop area: Grapes",4523,2003,245.3,"E","",""
"Spain",203,"Harvested irrigated permanent crop area: Grapes",4523,2009,191.2,"","",""
"Spain",203,"Harvested irrigated permanent crop area: Other fruits",4524,2009,240.7,"","",""
"Spain",203,"Harvested irrigated permanent crop area: Olives",4525,2009,452.9,"","",""
"Spain",203,"Harvested irrigated permanent crop area: Grass and Fodder",4522,1990,115.9,"K","",""
"Spain",203,"Harvested irrigated permanent crop area: Grass and Fodder",4522,1997,133.7,"K","",""
"Spain",203,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2000,143.8,"K","",""
"Spain",203,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2003,149.0,"K","",""
"Spain",203,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2009,133.4,"","",""
"Spain",203,"Harvested irrigated permanent crop area: Other crops",4378,1990,244.5,"E","",""
"Spain",203,"Harvested irrigated permanent crop area: Other crops",4378,1997,246.3,"E","",""
"Spain",203,"Harvested irrigated permanent crop area: Other crops",4378,2000,251.0,"E","",""
"Spain",203,"Harvested irrigated permanent crop area: Other crops",4378,2003,253.4,"E","",""
"Spain",203,"Harvested irrigated permanent crop area: Other crops",4378,2009,4.69,"","",""
"Sri Lanka",38,"Harvested irrigated temporary crop area: Rice",4346,1994,661.7,"","",""
"Sri Lanka",38,"Harvested irrigated temporary crop area: Rice",4346,2006,699.9,"","",""
"Sri Lanka",38,"Harvested irrigated temporary crop area: Maize",4348,2006,0.7,"","",""
"Sri Lanka",38,"Harvested irrigated temporary crop area: Other cereals",4351,2006,0.1,"","",""
"Sri Lanka",38,"Harvested irrigated temporary crop area: Vegetables",4360,2006,9.3,"","",""
"Sri Lanka",38,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2006,4.3,"","",""
"Sri Lanka",38,"Harvested irrigated temporary crop area: Leguminous crops",4359,2006,0.8,"","",""
"Sri Lanka",38,"Harvested irrigated temporary crop area: Sugarcane",4357,2006,17.4,"","",""
"Sri Lanka",38,"Harvested irrigated temporary crop area: Other crops",4377,2006,4.1,"","",""
"Sri Lanka",38,"Harvested irrigated permanent crop area: Other crops",4378,2006,7.4,"","",""
"Sudan",276,"Harvested irrigated temporary crop area: Wheat",4345,2011,254.6,"I","",""
"Sudan",276,"Harvested irrigated temporary crop area: Millet",4349,2011,8.2,"I","",""
"Sudan",276,"Harvested irrigated temporary crop area: Sorghum",4350,2011,678.7,"I","",""
"Sudan",276,"Harvested irrigated temporary crop area: Other cereals",4351,2011,61.7,"I","",""
"Sudan",276,"Harvested irrigated temporary crop area: Vegetables",4360,2011,95.0,"I","",""
"Sudan",276,"Harvested irrigated temporary crop area: Groundnuts",4372,2011,45.0,"I","",""
"Sudan",276,"Harvested irrigated temporary crop area: Sunflower",4373,2011,20.9,"I","",""
"Sudan",276,"Harvested irrigated temporary crop area: Potatoes",4352,2011,15.9,"I","",""
"Sudan",276,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2011,15.9,"I","",""
"Sudan",276,"Harvested irrigated temporary crop area: Sugarcane",4357,2011,70.7,"I","",""
"Sudan",276,"Harvested irrigated temporary crop area: Fodder",4369,2011,139.0,"I","",""
"Sudan",276,"Harvested irrigated temporary crop area: Cotton",4367,2011,157.3,"I","",""
"Suriname",207,"Harvested irrigated temporary crop area: Rice",4346,2006,46.12,"I","",""
"Suriname",207,"Harvested irrigated temporary crop area: Rice",4346,2011,51.0,"","",""
"Suriname",207,"Harvested irrigated temporary crop area: Sugarcane",4357,2006,3.0,"I","",""
"Suriname",207,"Harvested irrigated temporary crop area: Sugarcane",4357,2011,3.0,"","",""
"Suriname",207,"Harvested irrigated temporary crop area: Other crops",4377,2011,1.0,"I","",""
"Suriname",207,"Harvested irrigated permanent crop area: Bananas",4361,2006,2.0,"I","",""
"Suriname",207,"Harvested irrigated permanent crop area: Bananas",4361,2011,2.0,"","",""
"Sweden",210,"Harvested irrigated temporary crop area: Vegetables",4360,2007,3.1,"I","",""
"Sweden",210,"Harvested irrigated temporary crop area: Potatoes",4352,2007,7.1,"I","",""
"Sweden",210,"Harvested irrigated temporary crop area: Leguminous crops",4359,2007,3.3,"I","",""
"Sweden",210,"Harvested irrigated temporary crop area: Sugar beet",4358,2007,11.2,"I","",""
"Sweden",210,"Harvested irrigated temporary crop area: Other crops",4377,2007,9.17,"I","",""
"Sweden",210,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2007,20.3,"I","",""
"Switzerland",211,"Harvested irrigated temporary crop area: Maize",4348,2010,2.027,"","",""
"Switzerland",211,"Harvested irrigated temporary crop area: Other cereals",4351,2010,2.425,"","",""
"Switzerland",211,"Harvested irrigated temporary crop area: Vegetables",4360,2010,7.327,"","",""
"Switzerland",211,"Harvested irrigated temporary crop area: Potatoes",4352,2010,3.652,"","",""
"Switzerland",211,"Harvested irrigated temporary crop area: Sugar beet",4358,2010,0.676,"","",""
"Switzerland",211,"Harvested irrigated temporary crop area: Other crops",4377,2010,0.438,"","",""
"Switzerland",211,"Harvested irrigated permanent crop area: Grapes",4523,2010,2.502,"","",""
"Switzerland",211,"Harvested irrigated permanent crop area: Other fruits",4524,2010,4.61,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Wheat",4345,1990,274.2,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Wheat",4345,1995,624.7,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Wheat",4345,2000,694.5,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Barley",4347,1993,9.036,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Maize",4348,1993,62.77,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Other cereals",4351,1993,2.242,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Vegetables",4360,1990,101.5,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Vegetables",4360,1995,107.4,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Vegetables",4360,2000,87.51,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Other roots and tubers",4355,1993,19.36,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Leguminous crops",4359,1990,8.3,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Leguminous crops",4359,1995,9.9,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Leguminous crops",4359,2000,7.271,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Sugar beet",4358,1990,21.4,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Sugar beet",4358,1995,31.3,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Sugar beet",4358,2000,27.47,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Fodder",4369,1990,109.8,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Fodder",4369,1995,131.0,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Fodder",4369,2000,101.0,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Cotton",4367,1990,156.4,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Cotton",4367,1995,204.3,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Cotton",4367,2000,270.3,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Other crops",4377,1990,40.0,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Other crops",4377,1995,36.2,"","",""
"Syrian Arab Republic",212,"Harvested irrigated temporary crop area: Other crops",4377,2000,26.06,"","",""
"Syrian Arab Republic",212,"Harvested irrigated permanent crop area: Citrus",4362,1990,21.3,"","",""
"Syrian Arab Republic",212,"Harvested irrigated permanent crop area: Citrus",4362,1995,25.1,"","",""
"Syrian Arab Republic",212,"Harvested irrigated permanent crop area: Citrus",4362,2000,27.34,"","",""
"Syrian Arab Republic",212,"Harvested irrigated permanent crop area: Oil palm",4370,1993,27.14,"","",""
"Syrian Arab Republic",212,"Harvested irrigated permanent crop area: Other crops",4378,1990,92.7,"","",""
"Syrian Arab Republic",212,"Harvested irrigated permanent crop area: Other crops",4378,1995,84.3,"","",""
"Syrian Arab Republic",212,"Harvested irrigated permanent crop area: Other crops",4378,2000,92.88,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Wheat",4345,1994,64.0,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Wheat",4345,2009,179.7,"","[114]",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Rice",4346,1994,9.23,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Rice",4346,2009,14.13,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Barley",4347,1994,20.0,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Barley",4347,2009,18.02,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Maize",4348,1994,29.34,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Maize",4348,2009,14.74,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Millet",4349,2009,0.237,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Other cereals",4351,1994,23.0,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Other cereals",4351,2009,6.988,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Vegetables",4360,1994,23.06,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Vegetables",4360,2009,37.16,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Soybeans",4371,2009,0.007,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Sesame",4374,2009,0.616,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Sunflower",4373,2009,3.493,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Potatoes",4352,2009,29.9,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Other roots and tubers",4355,1994,11.57,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Leguminous crops",4359,2009,4.667,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Sugar beet",4358,2009,0.053,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Fodder",4369,1994,48.09,"K","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Fodder",4369,2009,8.323,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Cotton",4367,1994,282.7,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Cotton",4367,2009,237.1,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Tobacco",4366,2009,0.21,"","",""
"Tajikistan",208,"Harvested irrigated temporary crop area: Other crops",4377,1994,58.46,"","",""
"Tajikistan",208,"Harvested irrigated permanent crop area: Grass and Fodder",4522,1994,11.73,"K","",""
"Tajikistan",208,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2009,34.04,"","",""
"Tajikistan",208,"Harvested irrigated permanent crop area: Other crops",4378,1994,80.5,"","",""
"Tajikistan",208,"Harvested irrigated permanent crop area: Other crops",4378,2009,98.96,"","",""
"Thailand",216,"Harvested irrigated temporary crop area: Rice",4346,2007,6268.0,"","[115]",""
"Thailand",216,"Harvested irrigated temporary crop area: Vegetables",4360,2007,83.42,"","",""
"Thailand",216,"Harvested irrigated temporary crop area: Sugarcane",4357,2007,256.0,"","",""
"Thailand",216,"Harvested irrigated temporary crop area: Other crops",4377,2007,37.4,"","",""
"Thailand",216,"Harvested irrigated permanent crop area: Other crops",4378,2007,742.2,"","",""
"Timor-Leste",176,"Harvested irrigated temporary crop area: Rice",4346,2002,24.0,"I","",""
"Timor-Leste",176,"Harvested irrigated temporary crop area: Maize",4348,2002,7.0,"I","",""
"Timor-Leste",176,"Harvested irrigated temporary crop area: Vegetables",4360,2002,1.0,"I","",""
"Timor-Leste",176,"Harvested irrigated temporary crop area: Potatoes",4352,2002,2.0,"I","",""
"Togo",217,"Harvested irrigated temporary crop area: Rice",4346,1996,0.314,"","",""
"Togo",217,"Harvested irrigated temporary crop area: Sugarcane",4357,1990,0.9,"","",""
"Togo",217,"Harvested irrigated temporary crop area: Sugarcane",4357,1996,0.933,"","",""
"Togo",217,"Harvested irrigated temporary crop area: Other crops",4377,1990,0.085,"","",""
"Togo",217,"Harvested irrigated permanent crop area: Other crops",4378,1990,0.47,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Wheat",4345,1992,33.0,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Wheat",4345,2000,48.9,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Wheat",4345,2011,49.01,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Barley",4347,2000,11.6,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Barley",4347,2011,23.63,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Other cereals",4351,2000,3.1,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Other cereals",4351,2011,1.17,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Vegetables",4360,1992,108.0,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Vegetables",4360,2000,91.7,"","[116]",""
"Tunisia",222,"Harvested irrigated temporary crop area: Vegetables",4360,2011,96.47,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Potatoes",4352,2000,19.6,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Potatoes",4352,2011,21.97,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Leguminous crops",4359,2000,1.7,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Leguminous crops",4359,2011,3.82,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Sugar beet",4358,2000,3.8,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Sugar beet",4358,2011,4.88,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Fodder",4369,2011,57.33,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Other crops",4377,1992,37.0,"","",""
"Tunisia",222,"Harvested irrigated temporary crop area: Other crops",4377,2000,15.1,"","[117]",""
"Tunisia",222,"Harvested irrigated permanent crop area: Citrus",4362,2000,16.8,"","",""
"Tunisia",222,"Harvested irrigated permanent crop area: Citrus",4362,2011,21.97,"","",""
"Tunisia",222,"Harvested irrigated permanent crop area: Other fruits",4524,2011,60.27,"","[118]",""
"Tunisia",222,"Harvested irrigated permanent crop area: Olives",4525,2011,62.38,"","",""
"Tunisia",222,"Harvested irrigated permanent crop area: Oil palm",4370,1992,18.0,"","",""
"Tunisia",222,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2000,21.7,"","",""
"Tunisia",222,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2011,16.13,"","",""
"Tunisia",222,"Harvested irrigated permanent crop area: Other crops",4378,1992,112.0,"","",""
"Tunisia",222,"Harvested irrigated permanent crop area: Other crops",4378,2000,133.0,"","[119]",""
"Turkey",223,"Harvested irrigated temporary crop area: Wheat",4345,2004,172.0,"","",""
"Turkey",223,"Harvested irrigated temporary crop area: Rice",4346,2004,71.0,"","",""
"Turkey",223,"Harvested irrigated temporary crop area: Barley",4347,2004,86.0,"","",""
"Turkey",223,"Harvested irrigated temporary crop area: Maize",4348,2004,545.0,"","",""
"Turkey",223,"Harvested irrigated temporary crop area: Vegetables",4360,2004,483.0,"","",""
"Turkey",223,"Harvested irrigated temporary crop area: Groundnuts",4372,2004,24.0,"","",""
"Turkey",223,"Harvested irrigated temporary crop area: Sunflower",4373,2004,550.0,"","",""
"Turkey",223,"Harvested irrigated temporary crop area: Potatoes",4352,2004,179.0,"","",""
"Turkey",223,"Harvested irrigated temporary crop area: Leguminous crops",4359,2004,260.0,"","",""
"Turkey",223,"Harvested irrigated temporary crop area: Sugar beet",4358,2004,315.0,"","",""
"Turkey",223,"Harvested irrigated temporary crop area: Cotton",4367,2004,640.0,"","",""
"Turkey",223,"Harvested irrigated temporary crop area: Flowers",4376,2004,17.0,"","",""
"Turkey",223,"Harvested irrigated temporary crop area: Other crops",4377,2004,50.0,"","",""
"Turkey",223,"Harvested irrigated permanent crop area: Citrus",4362,2004,110.0,"","",""
"Turkey",223,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2004,475.0,"","",""
"Turkey",223,"Harvested irrigated permanent crop area: Other crops",4378,2004,229.0,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Wheat",4345,1994,570.9,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Wheat",4345,2006,917.0,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Rice",4346,1994,47.7,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Rice",4346,2006,11.0,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Barley",4347,1994,35.6,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Maize",4348,1994,44.1,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Vegetables",4360,1994,25.2,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Vegetables",4360,2006,29.4,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Potatoes",4352,2006,8.8,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Sugar beet",4358,2006,12.0,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Fodder",4369,1994,105.4,"K","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Fodder",4369,2006,93.0,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Cotton",4367,1994,557.5,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Cotton",4367,2006,652.0,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Other crops",4377,1994,32.1,"","",""
"Turkmenistan",213,"Harvested irrigated temporary crop area: Other crops",4377,2006,100.1,"","",""
"Turkmenistan",213,"Harvested irrigated permanent crop area: Other crops",4378,1994,232.9,"","",""
"Turkmenistan",213,"Harvested irrigated permanent crop area: Other crops",4378,2006,65.0,"","",""
"Uganda",226,"Harvested irrigated temporary crop area: Rice",4346,2012,12.0,"I","",""
"Uganda",226,"Harvested irrigated temporary crop area: Maize",4348,2012,0.4,"I","",""
"Uganda",226,"Harvested irrigated temporary crop area: Vegetables",4360,2012,0.3,"I","",""
"Uganda",226,"Harvested irrigated temporary crop area: Sesame",4374,2012,0.2,"I","",""
"Uganda",226,"Harvested irrigated temporary crop area: Sugarcane",4357,1987,3.58,"","",""
"Uganda",226,"Harvested irrigated temporary crop area: Sugarcane",4357,1998,3.58,"I","",""
"Uganda",226,"Harvested irrigated temporary crop area: Sugarcane",4357,2012,1.82,"I","",""
"Uganda",226,"Harvested irrigated temporary crop area: Flowers",4376,2012,0.23,"I","",""
"Uganda",226,"Harvested irrigated permanent crop area: Other fruits",4524,2012,0.2,"I","",""
"Ukraine",230,"Harvested irrigated temporary crop area: Wheat",4345,2010,46.9,"","",""
"Ukraine",230,"Harvested irrigated temporary crop area: Rice",4346,2003,21.0,"I","",""
"Ukraine",230,"Harvested irrigated temporary crop area: Barley",4347,2010,24.3,"","",""
"Ukraine",230,"Harvested irrigated temporary crop area: Maize",4348,2003,100.0,"I","",""
"Ukraine",230,"Harvested irrigated temporary crop area: Other cereals",4351,2010,54.0,"","[120]",""
"Ukraine",230,"Harvested irrigated temporary crop area: Vegetables",4360,2003,74.0,"I","",""
"Ukraine",230,"Harvested irrigated temporary crop area: Sunflower",4373,2003,46.21,"I","",""
"Ukraine",230,"Harvested irrigated temporary crop area: Sunflower",4373,2010,24.6,"","",""
"Ukraine",230,"Harvested irrigated temporary crop area: Potatoes",4352,2003,59.49,"I","",""
"Ukraine",230,"Harvested irrigated temporary crop area: Leguminous crops",4359,2003,52.49,"I","",""
"Ukraine",230,"Harvested irrigated temporary crop area: Sugar beet",4358,2003,21.8,"I","",""
"Ukraine",230,"Harvested irrigated temporary crop area: Sugar beet",4358,2010,0.3,"","",""
"Ukraine",230,"Harvested irrigated temporary crop area: Fodder",4369,2003,100.0,"I","",""
"Ukraine",230,"Harvested irrigated permanent crop area: Other fruits",4524,2003,76.41,"I","",""
"Ukraine",230,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2003,180.0,"I","",""
"United Arab Emirates",225,"Harvested irrigated temporary crop area: Wheat",4345,1993,0.567,"","",""
"United Arab Emirates",225,"Harvested irrigated temporary crop area: Wheat",4345,2003,0.0057,"","",""
"United Arab Emirates",225,"Harvested irrigated temporary crop area: Vegetables",4360,1993,12.93,"","",""
"United Arab Emirates",225,"Harvested irrigated temporary crop area: Vegetables",4360,2003,7.813,"","",""
"United Arab Emirates",225,"Harvested irrigated temporary crop area: Potatoes",4352,1993,0.174,"","",""
"United Arab Emirates",225,"Harvested irrigated temporary crop area: Potatoes",4352,2003,0.2703,"","",""
"United Arab Emirates",225,"Harvested irrigated temporary crop area: Fodder",4369,1993,7.808,"","",""
"United Arab Emirates",225,"Harvested irrigated temporary crop area: Fodder",4369,2003,30.22,"","",""
"United Arab Emirates",225,"Harvested irrigated temporary crop area: Tobacco",4366,2003,0.012,"","",""
"United Arab Emirates",225,"Harvested irrigated temporary crop area: Other crops",4377,1993,0.207,"","",""
"United Arab Emirates",225,"Harvested irrigated temporary crop area: Other crops",4377,2003,0.0585,"","",""
"United Arab Emirates",225,"Harvested irrigated permanent crop area: Bananas",4361,2003,0.0131,"","",""
"United Arab Emirates",225,"Harvested irrigated permanent crop area: Citrus",4362,2003,0.9692,"","",""
"United Arab Emirates",225,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2003,2.801,"","",""
"United Arab Emirates",225,"Harvested irrigated permanent crop area: Other crops",4378,1993,32.83,"","",""
"United Arab Emirates",225,"Harvested irrigated permanent crop area: Other crops",4378,2003,186.4,"","",""
"United Kingdom",229,"Harvested irrigated temporary crop area: Maize",4348,2007,4.34,"I","",""
"United Kingdom",229,"Harvested irrigated temporary crop area: Vegetables",4360,2007,36.76,"I","",""
"United Kingdom",229,"Harvested irrigated temporary crop area: Potatoes",4352,2007,72.36,"I","",""
"United Kingdom",229,"Harvested irrigated temporary crop area: Sugar beet",4358,2007,9.12,"I","",""
"United Kingdom",229,"Harvested irrigated permanent crop area: Other fruits",4524,2007,5.02,"I","",""
"United Republic of Tanzania",215,"Harvested irrigated temporary crop area: Rice",4346,2002,89.0,"","",""
"United Republic of Tanzania",215,"Harvested irrigated temporary crop area: Rice",4346,2013,71.37,"I","",""
"United Republic of Tanzania",215,"Harvested irrigated temporary crop area: Maize",4348,2002,57.0,"","",""
"United Republic of Tanzania",215,"Harvested irrigated temporary crop area: Maize",4348,2013,124.0,"I","",""
"United Republic of Tanzania",215,"Harvested irrigated temporary crop area: Other cereals",4351,2013,15.48,"I","",""
"United Republic of Tanzania",215,"Harvested irrigated temporary crop area: Vegetables",4360,2013,41.72,"I","",""
"United Republic of Tanzania",215,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2013,6.4,"I","",""
"United Republic of Tanzania",215,"Harvested irrigated temporary crop area: Leguminous crops",4359,2013,26.63,"I","",""
"United Republic of Tanzania",215,"Harvested irrigated temporary crop area: Sugarcane",4357,1993,10.6,"","",""
"United Republic of Tanzania",215,"Harvested irrigated temporary crop area: Sugarcane",4357,2013,13.33,"I","",""
"United Republic of Tanzania",215,"Harvested irrigated temporary crop area: Cotton",4367,2013,14.7,"I","",""
"United Republic of Tanzania",215,"Harvested irrigated temporary crop area: Other crops",4377,2002,81.0,"","",""
